"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_PT10M_T2M","3660","2023-05-22T05:10:00","13.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T05:20:00","13.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T05:30:00","13.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T05:40:00","14.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T05:50:00","14.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:00:00","14.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:10:00","15","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:20:00","15.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:30:00","15.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:40:00","15","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T06:50:00","15.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:00:00","15.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:10:00","15.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:20:00","16","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:30:00","16.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:40:00","16.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T07:50:00","16.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:00:00","17","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:10:00","17.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:20:00","17.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:30:00","18.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:40:00","18.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T08:50:00","18.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:00:00","18.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:10:00","19.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:20:00","19.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:30:00","19.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:40:00","19.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T09:50:00","19.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:00:00","20","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:10:00","20.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:20:00","20.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:30:00","20.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:40:00","20","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T10:50:00","20.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:00:00","20.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:10:00","20.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:20:00","20.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:30:00","20","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:40:00","20.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T11:50:00","19.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:00:00","20.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:10:00","20.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:20:00","20.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:30:00","20.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:40:00","19.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T12:50:00","20.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:00:00","19.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:10:00","19.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:20:00","19.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:30:00","19.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:40:00","19","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T13:50:00","18.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:00:00","18.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:10:00","18.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:20:00","18.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:30:00","18.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:40:00","19","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T14:50:00","19.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:00:00","19","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:10:00","19.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:20:00","19.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:30:00","19.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:40:00","19.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T15:50:00","19","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:00:00","19.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:10:00","19.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:20:00","19.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:30:00","19.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:40:00","19.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T16:50:00","19.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:00:00","18.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:10:00","18.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:20:00","18.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:30:00","18.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:40:00","18.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T17:50:00","17.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:00:00","17.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:10:00","17.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:20:00","16.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:30:00","16.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:40:00","16.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T18:50:00","16.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:00:00","16.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:10:00","16.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:20:00","16.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:30:00","15.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:40:00","15.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T19:50:00","15.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:00:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:10:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:20:00","15.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:30:00","15.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:40:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T20:50:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:00:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:10:00","15.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:20:00","15.6","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:30:00","15.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:40:00","15.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T21:50:00","15.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:00:00","15.1","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:10:00","15","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:20:00","14.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:30:00","14.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:40:00","14.4","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T22:50:00","14.3","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:00:00","13.9","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:10:00","13.8","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:20:00","13.7","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:30:00","13.5","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:40:00","13.2","11","2",
"OBS_DEU_PT10M_T2M","3660","2023-05-22T23:50:00","13","11","2",
