STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
16;Gier;1;Giermaziak;Jakub;Schramm;Kim Luis;Beretta;Michele;Winkelhock;Markus;POL ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;19:18:03.346;19:18:03.346;8:11.670;491,670;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.383;N;214;;42.376;J;232;;1:03.348;N;232;;10.261;N;269;;1:45.536;J;206;;35.328;N;245;;2:25.369;J;231;;20.332;N;262;;28.737;N;;;;N;;N;;N;8:11.009;5;N;0;;            ;;1;0;0;0;0;1;1;8:11.009
16;Gier;1;Giermaziak;Jakub;Schramm;Kim Luis;Beretta;Michele;Winkelhock;Markus;POL ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;19:26:14.900;19:26:14.900;8:11.554;491,554;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.314;J;216;;42.436;N;234;;1:02.949;J;230;;10.253;J;270;;1:45.684;N;206;;35.264;J;246;;2:25.706;N;232;;20.243;J;263;;28.705;J;;;;N;;N;;N;8:11.009;5;N;0;;            ;;2;0;0;0;0;1;2;8:11.009
22;Haas;1;Haase;Christopher;Müller;Nico;Niederhauser;Patric;Rast;René;DEU ;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;19:19:59.526;19:19:59.526;8:11.210;491,210;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.253;N;214;;42.406;N;232;;1:02.934;J;230;;10.319;N;267;;1:45.345;J;207;;35.213;J;244;;2:25.636;N;231;;20.366;N;260;;28.738;J;;;;N;;N;;N;8:10.919;4;N;0;;Lionspeed by;;1;0;0;0;0;1;1;8:10.919
22;Haas;1;Haase;Christopher;Müller;Nico;Niederhauser;Patric;Rast;René;DEU ;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;19:28:11.115;19:28:11.115;8:11.589;491,589;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.116;J;216;;42.395;J;232;;1:03.172;N;230;;10.308;J;267;;1:45.503;N;206;;35.381;N;245;;2:25.507;J;232;;20.363;J;261;;28.844;N;;;;N;;N;;N;8:10.919;4;N;0;;Lionspeed by;;2;0;0;0;0;1;2;8:10.919
23;Fetz;1;Fetzer;Dennis;Koch;Klaus;Marschall;Dennis;Reicher;Simon;DEU ;Lionspeed by Car Collection Motorsport;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;1;19:21:21.914;19:21:21.914;8:21.342;501,342;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.992;N;214;;43.286;N;230;;1:04.170;J;222;;10.527;J;263;;1:47.548;N;202;;35.973;N;242;;2:28.909;N;226;;20.699;J;258;;29.238;J;;;;N;;N;;N;8:19.333;19;N;0;;            ;;1;0;0;0;0;1;1;8:19.333
23;Fetz;1;Fetzer;Dennis;Koch;Klaus;Marschall;Dennis;Reicher;Simon;DEU ;Lionspeed by Car Collection Motorsport;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;2;19:29:41.422;19:29:41.422;8:19.508;499,508;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.790;J;213;;43.279;J;230;;1:04.246;N;222;;10.547;N;262;;1:46.915;J;203;;35.948;J;243;;2:27.767;J;227;;20.723;N;255;;29.293;N;;;;N;;N;;N;8:19.333;19;N;0;;            ;;2;0;0;0;0;1;2;8:19.333
24;Kolb;4;Kolb;Patrick;Drudi;Mattia;Mies;Christopher;Niederhauser;Patric;DEU ;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;19:19:25.565;19:19:25.565;8:12.367;492,367;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.290;N;214;;42.401;J;231;;1:02.654;J;228;;10.369;N;265;;1:45.870;J;204;;35.543;N;243;;2:25.899;J;230;;20.466;N;259;;28.875;N;;;;N;;N;;N;8:11.934;11;N;0;;Lionspeed by;;1;0;0;0;0;1;1;8:11.934
24;Kolb;4;Kolb;Patrick;Drudi;Mattia;Mies;Christopher;Niederhauser;Patric;DEU ;Audi Sport Team Car Collection;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;19:27:38.820;19:27:38.820;8:13.255;493,255;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.084;J;215;;42.727;N;231;;1:03.231;N;231;;10.297;J;265;;1:45.961;N;206;;35.468;J;245;;2:26.226;N;231;;20.405;J;259;;28.856;J;;;;N;;N;;N;8:11.934;11;N;0;;Lionspeed by;;2;0;0;0;0;1;2;8:11.934
25;Thys;3;Thyssen;Joachim;Rader;Klaus;Menzel;Nico;Kern;Lars;DEU ;Huber Motorsport;PRO-AM                                                      ;Porsche 911 GT3R (991 II);1;19:21:04.617;19:21:04.617;8:11.928;491,928;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.202;J;218;;42.397;J;233;;1:03.231;J;221;;10.490;N;261;;1:45.234;J;206;;35.204;J;244;;2:26.157;J;230;;20.343;J;267;;28.670;J;;;;N;;N;;N;8:11.865;9;N;0;;            ;;1;0;0;0;0;1;1;8:11.865
25;Thys;3;Thyssen;Joachim;Rader;Klaus;Menzel;Nico;Kern;Lars;DEU ;Huber Motorsport;PRO-AM                                                      ;Porsche 911 GT3R (991 II);2;19:29:23.204;19:29:23.204;8:18.587;498,587;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.204;N;215;;42.562;N;233;;1:03.579;N;225;;10.427;J;267;;1:45.949;N;209;;35.385;N;241;;2:30.334;N;227;;20.467;N;269;;29.680;N;;;;N;;N;;N;8:11.865;9;N;0;;            ;;2;0;0;0;0;1;2;8:11.865
26;Gros;4;Grossmann;Björn;Trummer;Simon;Hirschi;Jonathan;Ludwig;Luca;CHE ;octane126;PRO                                                         ;Ferrari 488 GT3 Evo20;1;19:19:05.893;19:19:05.893;8:09.469;489,469;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.126;J;217;;42.220;J;234;;1:02.791;N;231;;10.267;J;266;;1:44.971;J;206;;35.196;J;244;;2:24.992;N;233;;20.324;N;261;;28.582;N;;;;N;;N;;N;8:09.189;1;N;0;;Serliana    ;;1;0;0;0;0;1;1;8:09.189
26;Gros;4;Grossmann;Björn;Trummer;Simon;Hirschi;Jonathan;Ludwig;Luca;CHE ;octane126;PRO                                                         ;Ferrari 488 GT3 Evo20;2;19:27:16.299;19:27:16.299;8:10.406;490,406;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.225;N;217;;42.303;N;234;;1:02.765;J;226;;10.367;N;265;;1:45.821;N;205;;35.281;N;245;;2:24.896;J;233;;20.290;J;263;;28.458;J;;;;N;;N;;N;8:09.189;1;N;0;;Serliana    ;;2;0;0;0;0;1;2;8:09.189
27;Andl;1;Andlauer;Julien;Campbell;Matt;Jaminet;Matthieu;;;FRA ;Toksport WRT;PRO                                                         ;Porsche 911 GT3R (991 II);1;19:17:50.314;19:17:50.314;8:13.369;493,369;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.703;N;213;;42.549;J;234;;1:03.360;N;226;;10.365;N;265;;1:46.016;J;207;;35.240;J;246;;2:25.947;N;233;;20.241;N;264;;28.948;N;;;;N;;N;;N;8:12.325;14;N;0;;Julien Andla;;1;0;0;0;0;1;1;8:12.325
27;Andl;1;Andlauer;Julien;Campbell;Matt;Jaminet;Matthieu;;;FRA ;Toksport WRT;PRO                                                         ;Porsche 911 GT3R (991 II);2;19:26:03.276;19:26:03.276;8:12.962;492,962;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.192;J;217;;42.612;N;234;;1:03.185;J;231;;10.300;J;266;;1:46.374;N;196;;35.456;N;247;;2:25.836;J;233;;20.226;J;263;;28.781;J;;;;N;;N;;N;8:12.325;14;N;0;;Julien Andla;;2;0;0;0;0;1;2;8:12.325
28;Enge;4;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);1;19:18:19.637;19:18:19.637;8:13.720;493,720;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.336;J;216;;42.744;J;234;;1:03.141;N;225;;10.361;N;267;;1:45.875;J;206;;35.180;J;244;;2:27.030;J;230;;20.314;N;262;;28.739;J;;;;N;;N;;N;8:13.618;16;N;0;;            ;;1;0;0;0;0;1;1;8:13.618
28;Enge;4;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);2;19:26:34.637;19:26:34.637;8:15.000;495,000;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.541;N;216;;42.776;N;235;;1:03.105;J;227;;10.326;J;267;;1:45.957;N;206;;35.412;N;246;;2:27.836;N;230;;20.283;J;264;;28.764;N;;;;N;;N;;N;8:13.618;16;N;0;;            ;;2;0;0;0;0;1;2;8:13.618
34;Heye;4;Heyer;Kenneth;Stengel;Johannes;Mettler;Yannick;Böckmann;Marek;DEU ;Schnitzelalm Racing GmbH;PRO-AM                                                      ;Mercedes-AMG GT3;1;19:20:50.013;19:20:50.013;8:14.359;494,359;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.728;N;216;;42.853;J;233;;1:03.398;N;230;;10.299;J;264;;1:46.069;J;206;;35.356;J;245;;2:26.039;N;232;;20.365;J;259;;29.252;N;;;;N;;N;;N;8:13.318;15;N;0;;            ;;1;0;0;0;0;1;1;8:13.318
34;Heye;4;Heyer;Kenneth;Stengel;Johannes;Mettler;Yannick;Böckmann;Marek;DEU ;Schnitzelalm Racing GmbH;PRO-AM                                                      ;Mercedes-AMG GT3;2;19:29:03.584;19:29:03.584;8:13.571;493,571;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.595;J;216;;43.090;N;231;;1:03.280;J;231;;10.299;N;264;;1:46.071;N;205;;35.358;N;247;;2:25.643;J;232;;20.377;N;259;;28.858;J;;;;N;;N;;N;8:13.318;15;N;0;;            ;;2;0;0;0;0;1;2;8:13.318
72;Harp;1;Harper;Daniel;Hesse;Max;Verhagen;Neil;;;GBR ;BMW Junior Team;PRO                                                         ;BMW M4 GT3;1;19:18:46.920;19:18:46.920;8:11.558;491,558;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.390;J;215;;42.300;J;234;;1:02.754;J;233;;10.230;J;265;;1:45.366;J;205;;35.488;J;242;;2:25.958;J;232;;20.380;N;261;;28.692;N;;;;N;;N;;N;8:11.487;6;N;0;;            ;;1;0;0;0;0;1;1;8:11.487
72;Harp;1;Harper;Daniel;Hesse;Max;Verhagen;Neil;;;GBR ;BMW Junior Team;PRO                                                         ;BMW M4 GT3;2;19:27:01.239;19:27:01.239;8:14.319;494,319;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.689;N;214;;42.766;N;233;;1:03.025;N;232;;10.230;N;267;;1:46.657;N;206;;35.534;N;243;;2:26.417;N;232;;20.325;J;262;;28.676;J;;;;N;;N;;N;8:11.487;6;N;0;;            ;;2;0;0;0;0;1;2;8:11.487
98;Cats;1;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;NLD ;ROWE RACING;PRO                                                         ;BMW M4 GT3;1;19:18:58.132;19:18:58.132;8:12.772;492,772;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.303;J;216;;42.439;J;234;;1:03.152;J;229;;10.272;J;265;;1:45.697;J;205;;35.440;J;244;;2:26.431;J;230;;20.340;N;262;;28.698;J;;;;N;;N;;N;8:12.682;13;N;0;;            ;;1;0;0;0;0;1;1;8:12.682
98;Cats;1;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;NLD ;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;19:27:12.924;19:27:12.924;8:14.792;494,792;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.425;N;215;;42.542;N;233;;1:03.186;N;228;;10.306;N;265;;1:46.600;N;206;;35.522;N;244;;2:27.065;N;233;;20.250;J;263;;28.896;N;;;;N;;N;;N;8:12.682;13;N;0;;            ;;2;0;0;0;0;1;2;8:12.682
99;De P;3;De Phillippi;Connor;Eng;Philipp;Farfus;Augusto;Yelloly;Nick;USA ;ROWE RACING;PRO                                                         ;BMW M4 GT3;1;19:18:51.989;19:18:51.989;8:10.640;490,640;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.327;J;216;;42.317;J;235;;1:02.300;J;234;;10.175;J;267;;1:45.348;J;205;;35.427;J;245;;2:25.837;J;230;;20.220;J;264;;28.689;J;;;;N;;N;;N;8:10.640;2;N;0;;            ;;1;0;0;0;0;1;1;8:10.640
99;De P;3;De Phillippi;Connor;Eng;Philipp;Farfus;Augusto;Yelloly;Nick;USA ;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;19:27:06.085;19:27:06.085;8:14.096;494,096;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.567;N;217;;42.461;N;236;;1:02.954;N;230;;10.255;N;268;;1:46.182;N;205;;35.434;N;245;;2:27.182;N;230;;20.333;N;263;;28.728;N;;;;N;;N;;N;8:10.640;2;N;0;;            ;;2;0;0;0;0;1;2;8:10.640
101;Krog;1;Krognes;Christian;Soucek;Andy;Trogen;Sami-Matti;Müller;Jörg;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;1;19:17:31.938;19:17:31.938;8:11.845;491,845;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.570;N;214;;42.176;J;232;;1:02.543;J;231;;10.295;J;265;;1:45.526;J;202;;35.633;J;240;;2:25.774;J;230;;20.476;J;260;;28.852;N;;;;N;;N;;N;8:11.590;7;N;0;;            ;;1;0;0;0;0;1;1;8:11.590
101;Krog;1;Krognes;Christian;Soucek;Andy;Trogen;Sami-Matti;Müller;Jörg;NOR ;Walkenhorst Motorsport;PRO                                                         ;BMW M4 GT3;2;19:25:44.913;19:25:44.913;8:12.975;492,975;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.316;J;213;;42.765;N;232;;1:02.865;N;229;;10.351;N;264;;1:45.654;N;203;;35.718;N;241;;2:25.975;N;231;;20.480;N;259;;28.851;J;;;;N;;N;;N;8:11.590;7;N;0;;            ;;2;0;0;0;0;1;2;8:11.590
102;Müll;3;Müller;Jörg;von Bohlen;Mario;Tuck;Ben;Schmidt-Staade;Jörn;DEU ;Walkenhorst Motorsport;PRO-AM                                                      ;BMW M4 GT3;1;19:20:24.809;19:20:24.809;8:15.984;495,984;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.740;N;213;;42.685;N;230;;1:03.178;J;230;;10.341;J;264;;1:46.442;N;203;;35.968;N;239;;2:26.756;N;230;;20.587;J;258;;29.287;N;;;;N;;N;;N;8:14.786;18;N;0;;            ;;1;0;0;0;0;1;1;8:14.786
102;Müll;3;Müller;Jörg;von Bohlen;Mario;Tuck;Ben;Schmidt-Staade;Jörn;DEU ;Walkenhorst Motorsport;PRO-AM                                                      ;BMW M4 GT3;2;19:28:39.779;19:28:39.779;8:14.970;494,970;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.361;J;213;;42.597;J;230;;1:03.263;N;229;;10.395;N;263;;1:45.979;J;202;;35.945;J;239;;2:26.533;J;230;;20.632;N;257;;29.265;J;;;;N;;N;;N;8:14.786;18;N;0;;            ;;2;0;0;0;0;1;2;8:14.786
