STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
3;Chri;3;Christodoulou;Adam;Götz;Maximilian;Schiller;Fabian;;;GBR ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;9;23:00:27.199;23:00:27.199;8:51.506;531,506;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.880;N;215;;59.688;N;229;;1:07.774;N;209;;10.715;N;260;;1:52.291;N;203;;36.113;N;244;;2:33.016;N;229;;20.545;N;260;;29.484;N;;;;N;;N;;N;8:23.657;26;N;0;;            ;;9;0;0;0;0;1;9;8:23.657
3;Chri;3;Christodoulou;Adam;Götz;Maximilian;Schiller;Fabian;;;GBR ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;10;23:09:02.550;23:09:02.550;8:35.351;515,351;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.507;N;214;;43.981;N;234;;1:09.457;N;217;;10.561;N;261;;1:49.306;N;204;;37.150;N;243;;2:33.258;N;228;;20.595;N;257;;29.536;N;;;;N;;N;;N;8:23.657;26;N;0;;            ;;10;0;0;0;0;1;10;8:23.657
4;Enge;1;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;1;20:49:11.870;20:49:11.870;8:32.223;512,223;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;43.390;N;216;;43.457;N;235;;1:06.523;N;217;;10.599;N;261;;1:53.693;N;196;;36.023;N;242;;2:28.708;N;230;;20.636;N;257;;29.194;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;1;0;0;0;0;1;1;8:16.247
4;Enge;1;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;2;20:57:32.506;20:57:32.506;8:20.636;500,636;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.563;J;214;;42.662;J;233;;1:04.783;N;206;;10.883;N;258;;1:46.048;J;204;;35.504;J;244;;2:29.077;N;230;;20.677;N;255;;30.439;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;2;0;0;0;0;1;2;8:16.247
4;Enge;2;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;3;21:12:59.469;21:12:59.469;8:20.713;500,713;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.207;N;214;;43.283;N;234;;1:03.641;N;222;;10.444;N;265;;1:47.486;N;205;;35.666;N;246;;2:28.188;J;231;;20.557;N;258;;29.241;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;3;0;0;0;0;1;3;8:16.247
4;Enge;2;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;4;21:21:22.918;21:21:22.918;8:23.449;503,449;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.047;N;213;;43.029;N;234;;1:03.570;J;228;;10.290;J;267;;1:46.937;N;206;;35.571;N;249;;2:30.949;N;213;;21.115;N;258;;30.941;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;4;0;0;0;0;1;4;8:16.247
4;Enge;2;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;5;21:36:50.711;21:36:50.711;8:45.314;525,314;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.742;N;214;;42.988;N;233;;1:07.275;N;223;;10.389;N;266;;1:47.447;N;205;;35.740;N;245;;2:49.126;N;224;;20.468;N;261;;30.139;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;5;0;0;0;0;1;5;8:16.247
4;Enge;2;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;6;21:45:27.414;21:45:27.414;8:36.703;516,703;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.873;N;216;;43.172;N;234;;1:04.550;N;229;;10.313;N;265;;1:46.567;N;205;;35.596;N;244;;2:45.388;N;233;;20.353;N;261;;29.891;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;6;0;0;0;0;1;6;8:16.247
4;Enge;3;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;7;22:02:52.242;22:02:52.242;8:33.006;513,006;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;;N;;;;N;232;;1:04.737;N;220;;10.521;N;263;;1:53.891;N;201;;36.553;N;244;;2:31.563;N;230;;20.583;N;257;;29.388;N;;;;N;;N;;N;8:16.247;10;N;0;;            ;;7;0;0;0;0;1;7;8:16.247
4;Enge;3;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;8;22:11:14.859;22:11:14.859;8:22.617;502,617;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.907;N;215;;44.453;N;234;;1:05.248;N;227;;10.380;N;264;;1:46.210;N;205;;35.529;N;244;;2:30.403;N;233;;20.416;N;258;;29.071;J;;;;N;;N;;N;8:16.247;10;N;0;;            ;;8;0;0;0;0;1;8;8:16.247
