STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
6;Haup;2;Haupt;Hubert;Dienst;Marvin;Bastian;Nico;Piana;Gabriele;Deut;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;7;13:46:39.086;13:46:39.086;8:52.653;532,653;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.084;N;216;;58.434;N;195;;1:07.846;N;182;;11.401;N;255;;1:51.012;N;204;;36.413;N;248;;2:35.891;N;227;;20.436;J;260;;30.136;N;;;;N;;N;;N;8:21.641;25;N;0;;            ;;7;0;0;0;0;1;7;8:21.641
7;Jeff;2;Jefferies;Axcil;Pepper;Jordan;Di Martino;Michele;Hackländer;Maximilian;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;1;13:17:18.609;13:17:18.609;8:28.704;508,704;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.777;N;211;;43.982;J;233;;1:05.779;N;216;;10.609;N;268;;1:50.185;N;203;;35.643;J;247;;2:31.378;N;227;;20.396;J;262;;28.955;J;;;;N;;N;;N;8:24.055;27;N;0;;            ;;1;0;0;0;0;1;1;8:24.055
7;Jeff;4;Jefferies;Axcil;Pepper;Jordan;Di Martino;Michele;Hackländer;Maximilian;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;2;13:32:33.277;13:32:33.277;8:36.930;516,930;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;47.742;N;216;;44.175;N;235;;1:06.112;N;215;;10.575;N;267;;1:51.719;N;204;;35.919;N;246;;2:30.241;J;226;;20.496;N;259;;29.951;N;;;;N;;N;;N;8:24.055;27;N;0;;            ;;2;0;0;0;0;1;2;8:24.055
7;Jeff;4;Jefferies;Axcil;Pepper;Jordan;Di Martino;Michele;Hackländer;Maximilian;Deut;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;3;13:41:05.695;13:41:05.695;8:32.418;512,418;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.760;J;215;;47.985;N;205;;1:04.727;J;220;;10.482;J;269;;1:47.869;J;205;;35.687;N;208;;2:34.486;N;227;;20.425;N;261;;28.997;N;;;;N;;N;;N;8:24.055;27;N;0;;            ;;3;0;0;0;0;1;3;8:24.055
10;Yerl;1;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;1;13:03:23.809;13:03:23.809;9:27.976;567,976;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;46.682;N;174;;50.563;N;213;;1:12.770;N;178;;12.210;N;236;;2:01.172;N;182;;40.070;N;218;;2:50.213;N;206;;22.322;N;239;;31.974;N;;;;N;;N;;N;9:12.697;67;N;0;;            ;;1;0;0;0;0;1;1;9:12.697
10;Yerl;1;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;2;13:12:51.786;13:12:51.786;9:27.977;567,977;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;44.973;J;197;;48.047;J;204;;1:10.901;J;183;;19.270;N;119;;2:05.267;N;183;;40.183;N;217;;2:45.377;J;207;;22.337;N;240;;31.622;J;;;;N;;N;;N;9:12.697;67;N;0;;            ;;2;0;0;0;0;1;2;9:12.697
10;Yerl;2;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;3;13:28:03.825;13:28:03.825;9:27.979;567,979;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;48.947;N;168;;49.450;N;213;;1:13.363;N;193;;11.704;N;244;;2:01.157;N;180;;40.739;N;220;;2:47.839;N;205;;22.291;N;240;;32.489;N;;;;N;;N;;N;9:12.697;67;N;0;;            ;;3;0;0;0;0;2;1;9:12.697
10;Yerl;2;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;Schw;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;4;13:37:20.077;13:37:20.077;9:16.252;556,252;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;45.144;N;186;;50.069;N;214;;1:10.972;N;197;;11.517;J;244;;1:58.160;J;181;;39.940;J;222;;2:46.528;N;209;;22.160;J;241;;31.762;N;;;;N;;N;;N;9:12.697;67;N;0;;            ;;4;0;0;0;0;2;2;9:12.697
11;Erha;3;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;1;13:03:41.709;13:03:41.709;8:50.019;530,019;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;45.722;N;109;;46.332;N;232;;1:08.139;J;203;;10.929;N;258;;1:51.721;J;203;;36.253;N;244;;2:39.581;N;207;;21.166;N;258;;30.176;N;;;;N;;N;;N;8:36.357;42;N;0;;            ;;1;0;0;0;0;1;1;8:36.357
11;Erha;3;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;2;13:12:31.185;13:12:31.185;8:49.476;529,476;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.119;J;215;;43.996;J;234;;1:08.723;N;179;;17.930;N;120;;1:57.110;N;198;;36.224;J;244;;2:33.970;J;223;;20.680;N;260;;29.724;J;;;;N;;N;;N;8:36.357;42;N;0;;            ;;2;0;0;0;0;1;2;8:36.357
11;Erha;2;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;3;13:32:16.244;13:32:16.244;9:08.724;548,724;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;58.585;N;211;;45.600;N;232;;1:09.519;N;202;;10.949;N;258;;1:55.087;N;201;;37.044;N;244;;2:40.774;N;215;;20.900;N;258;;30.266;N;;;;N;;N;;N;8:36.357;42;N;0;;            ;;3;0;0;0;0;2;1;8:36.357
11;Erha;2;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;Deut;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;4;13:41:09.188;13:41:09.188;8:52.944;532,944;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.679;N;208;;45.252;N;230;;1:10.080;N;204;;10.849;J;260;;1:54.065;N;203;;37.008;N;245;;2:43.536;N;218;;20.615;J;263;;29.860;N;;;;N;;N;;N;8:36.357;42;N;0;;            ;;4;0;0;0;0;2;2;8:36.357
12;Marc;3;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;1;13:00:24.209;13:00:24.209;8:27.360;507,360;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.559;N;214;;43.471;N;234;;1:05.182;N;227;;10.345;N;266;;1:48.487;N;199;;35.517;J;247;;2:32.696;N;227;;20.725;N;257;;29.378;N;;;;N;;N;;N;8:15.908;3;N;0;;            ;;1;0;0;0;0;1;1;8:15.908
12;Marc;3;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;2;13:20:34.886;13:20:34.886;8:18.599;498,599;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.219;N;214;;43.213;J;234;;1:03.132;J;229;;10.318;N;266;;1:47.047;N;205;;36.103;N;237;;2:26.731;J;221;;20.775;N;258;;29.061;J;;;;N;;N;;N;8:15.908;3;N;0;;            ;;2;0;0;0;0;1;2;8:15.908
12;Marc;1;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;Schw;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;3;13:35:44.826;13:35:44.826;8:26.757;506,757;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.938;N;217;;43.865;N;236;;1:08.481;N;227;;10.295;N;267;;1:47.837;N;205;;35.661;N;245;;2:28.274;N;229;;20.469;N;260;;29.937;N;;;;N;;N;;N;8:15.908;3;N;0;;            ;;3;0;0;0;0;1;3;8:15.908
