STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
82;Breu;2;Breuer;Christoph;Mies;Alexander;Ortmann;Mike David;Born;Miklas;Deut;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;6;13:42:32.012;13:42:32.012;9:27.385;567,385;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.052;N;197;;1:04.096;N;183;;1:11.407;N;198;;11.262;N;252;;1:58.154;N;188;;38.689;N;230;;2:46.447;N;211;;21.421;N;253;;30.857;N;;;;N;;N;;N;9:04.424;58;N;0;;            ;;6;0;0;0;0;1;6;9:04.424
83;Tisc;1;Tischner;Michael;Gülden;Andreas;Tönges;Heiko;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;1;12:45:57.904;12:45:57.904;11:03.781;663,781;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;53.667;N;137;;57.687;N;173;;1:22.319;N;171;;13.251;N;213;;2:21.276;N;165;;43.608;N;202;;3:26.669;N;181;;24.508;N;199;;40.796;N;;;;N;;N;;N;9:08.963;61;N;0;;            ;;1;0;0;0;0;1;1;9:08.963
83;Tisc;1;Tischner;Michael;Gülden;Andreas;Tönges;Heiko;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;2;12:56:54.010;12:56:54.010;10:56.106;656,106;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;49.837;N;158;;52.524;N;203;;1:22.892;N;169;;13.277;N;219;;2:19.158;N;151;;49.981;N;192;;3:23.418;N;162;;26.841;N;208;;38.178;N;;;;N;;N;;N;9:08.963;61;N;0;;            ;;2;0;0;0;0;1;2;9:08.963
83;Tisc;1;Tischner;Michael;Gülden;Andreas;Tönges;Heiko;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;3;13:07:37.594;13:07:37.594;10:43.584;643,584;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;53.435;N;165;;52.848;N;190;;1:20.343;N;174;;13.154;N;213;;2:21.587;N;161;;44.361;N;218;;3:20.757;N;189;;22.402;N;249;;34.697;N;;;;N;;N;;N;9:08.963;61;N;0;;            ;;3;0;0;0;0;1;3;9:08.963
83;Tisc;2;Tischner;Michael;Gülden;Andreas;Tönges;Heiko;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;4;13:24:22.111;13:24:22.111;9:10.424;550,424;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.242;N;201;;47.770;J;223;;1:12.313;N;196;;11.243;N;254;;1:58.456;J;185;;38.497;J;236;;2:44.504;J;210;;21.403;J;255;;30.996;J;;;;N;;N;;N;9:08.963;61;N;0;;            ;;4;0;0;0;0;1;4;9:08.963
83;Tisc;2;Tischner;Michael;Gülden;Andreas;Tönges;Heiko;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;5;13:38:04.798;13:38:04.798;9:34.432;574,432;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;44.959;J;203;;47.988;N;220;;1:11.143;J;200;;11.235;J;250;;2:04.422;N;187;;40.831;N;210;;3:01.250;N;208;;21.573;N;254;;31.031;N;;;;N;;N;;N;9:08.963;61;N;0;;            ;;5;0;0;0;0;1;5;9:08.963
84;Arno;3;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;1;12:47:44.973;12:47:44.973;9:54.936;594,936;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;48.595;N;163;;51.007;N;207;;1:19.341;N;174;;11.874;N;250;;2:10.320;N;189;;39.637;N;237;;3:00.146;N;208;;21.133;N;258;;32.883;N;;;;N;;N;;N;9:23.992;81;N;0;;            ;;1;0;0;0;0;1;1;9:23.992
84;Arno;3;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;2;12:57:18.842;12:57:18.842;9:33.869;573,869;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.191;N;164;;49.274;N;225;;1:15.179;N;192;;11.330;N;254;;2:04.156;N;189;;39.337;N;236;;2:55.720;N;209;;20.893;N;265;;31.789;N;;;;N;;N;;N;9:23.992;81;N;0;;            ;;2;0;0;0;0;1;2;9:23.992
84;Arno;3;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;3;13:06:52.329;13:06:52.329;9:33.487;573,487;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;49.323;N;176;;49.114;J;225;;1:13.914;J;193;;11.302;N;254;;2:04.214;N;189;;39.016;N;235;;2:53.479;N;208;;21.355;N;256;;31.770;N;;;;N;;N;;N;9:23.992;81;N;0;;            ;;3;0;0;0;0;1;3;9:23.992
84;Arno;3;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;4;13:16:30.596;13:16:30.596;9:38.267;578,267;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.504;N;183;;49.384;N;225;;1:15.860;N;189;;17.533;N;117;;2:08.068;N;191;;38.748;N;239;;2:51.277;N;214;;20.715;J;265;;31.178;J;;;;N;;N;;N;9:23.992;81;N;0;;            ;;4;0;0;0;0;1;4;9:23.992
84;Arno;2;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;5;13:32:33.643;13:32:33.643;9:44.167;584,167;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;54.471;N;190;;50.575;N;205;;1:15.604;N;189;;11.362;N;253;;2:04.503;N;191;;39.757;N;236;;2:54.550;N;208;;21.209;N;257;;32.136;N;;;;N;;N;;N;9:23.992;81;N;0;;            ;;5;0;0;0;0;1;5;9:23.992
84;Arno;2;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;Deut;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;6;13:42:04.352;13:42:04.352;9:30.709;570,709;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;44.831;J;183;;53.648;N;199;;1:14.241;N;194;;11.235;J;255;;2:03.532;J;190;;38.670;J;237;;2:50.803;J;208;;21.173;N;258;;32.576;N;;;;N;;N;;N;9:23.992;81;N;0;;            ;;6;0;0;0;0;1;6;9:23.992
85;Meen;1;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;Deut;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;1;13:02:24.097;13:02:24.097;9:53.466;593,466;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.899;N;201;;48.956;J;220;;1:17.747;N;173;;13.432;N;224;;2:08.754;N;189;;40.836;N;219;;3:01.834;J;203;;21.582;N;254;;33.426;N;;;;N;;N;;N;9:46.654;92;N;0;;            ;;1;0;0;0;0;1;1;9:46.654
85;Meen;1;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;Deut;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;2;13:12:24.807;13:12:24.807;10:00.710;600,710;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.382;N;204;;49.894;N;211;;1:17.295;N;185;;17.387;N;116;;2:10.843;N;188;;41.255;N;217;;3:03.380;N;203;;21.494;N;256;;33.780;N;;;;N;;N;;N;9:46.654;92;N;0;;            ;;2;0;0;0;0;1;2;9:46.654
85;Meen;3;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;Deut;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;3;13:30:02.529;13:30:02.529;10:01.261;601,261;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;48.448;N;197;;49.056;N;225;;1:16.826;N;182;;11.637;J;252;;2:11.374;N;187;;42.380;N;201;;3:06.567;N;205;;21.285;N;259;;33.688;N;;;;N;;N;;N;9:46.654;92;N;0;;            ;;3;0;0;0;0;2;1;9:46.654
85;Meen;3;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;Deut;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;4;13:39:52.838;13:39:52.838;9:50.309;590,309;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.375;J;193;;49.167;N;226;;1:15.602;J;185;;12.195;N;244;;2:08.531;J;188;;40.569;J;214;;3:04.720;N;207;;21.179;J;260;;32.971;J;;;;N;;N;;N;9:46.654;92;N;0;;            ;;4;0;0;0;0;2;2;9:46.654
86;Brus;1;Brusius;Adrian;Unteroberdörster;Finn;Peucker;Lars;Lengyel;Adam;Deut;Toyota Gazoo Racing Europe GmbH;PRO-AM                                                      ;Toyota GR Supra GT4;1;13:00:36.914;13:00:36.914;9:37.303;577,303;N;AT                                                          ;0000AT                                                          ;;AT      ;47.753;N;179;;49.882;N;225;;1:15.400;N;197;;11.175;J;254;;2:05.911;N;192;;39.039;N;236;;2:54.189;N;208;;21.300;N;256;;32.654;N;;;;N;;N;;N;9:20.052;75;N;0;;            ;;1;0;0;0;0;1;1;9:20.052
86;Brus;2;Brusius;Adrian;Unteroberdörster;Finn;Peucker;Lars;Lengyel;Adam;Deut;Toyota Gazoo Racing Europe GmbH;PRO-AM                                                      ;Toyota GR Supra GT4;2;13:17:45.480;13:17:45.480;9:35.205;575,205;N;AT                                                          ;0000AT                                                          ;;AT      ;45.357;J;202;;47.362;J;228;;1:12.217;J;182;;17.433;N;118;;2:03.679;N;187;;39.278;N;219;;2:56.795;N;209;;20.985;J;262;;32.099;N;;;;N;;N;;N;9:20.052;75;N;0;;            ;;2;0;0;0;0;1;2;9:20.052
86;Brus;3;Brusius;Adrian;Unteroberdörster;Finn;Peucker;Lars;Lengyel;Adam;Deut;Toyota Gazoo Racing Europe GmbH;PRO-AM                                                      ;Toyota GR Supra GT4;3;13:34:53.397;13:34:53.397;9:22.747;562,747;J;AT                                                          ;0000AT                                                          ;;AT      ;46.326;N;193;;47.735;N;226;;1:13.321;N;194;;11.269;N;252;;2:02.231;J;192;;38.428;J;230;;2:50.978;J;211;;21.140;N;258;;31.319;J;;;;N;;N;;N;9:20.052;75;N;0;;            ;;3;0;0;0;0;1;3;9:20.052
87;Jung;2;Jung;Tobias;Eichhorn;Michael;Jenichen;Daniel;Strycek;Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;1;12:55:10.015;12:55:10.015;10:45.692;645,692;J;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;51.635;J;170;;54.234;J;189;;1:21.884;J;169;;13.069;J;221;;2:15.354;J;162;;44.728;J;197;;3:06.931;J;180;;29.879;N;147;;47.978;N;;;;N;;N;;N;10:27.732;126;N;0;;            ;;1;0;0;0;0;1;1;10:27.732
87;Jung;3;Jung;Tobias;Eichhorn;Michael;Jenichen;Daniel;Strycek;Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;2;13:45:20.080;13:45:20.080;10:55.646;655,646;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;54.756;N;163;;1:11.804;N;143;;1:25.979;N;161;;13.368;N;222;;2:16.091;N;157;;45.608;N;194;;3:08.143;N;185;;24.379;J;222;;35.518;J;;;;N;;N;;N;10:27.732;126;N;0;;            ;;2;0;0;0;0;1;2;10:27.732
88;Robe;1;Robertz;Tim;Füting;Lars;Winterwerber;Andreas;Kühn;Dr. Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;1;12:45:03.670;12:45:03.670;10:52.354;652,354;J;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;52.888;J;176;;55.390;N;179;;1:20.933;J;167;;13.318;J;217;;2:18.740;J;157;;47.513;J;185;;3:21.366;J;179;;25.162;J;218;;37.044;J;;;;N;;N;;N;10:51.682;129;N;0;;            ;;1;0;0;0;0;1;1;10:51.682
88;Robe;2;Robertz;Tim;Füting;Lars;Winterwerber;Andreas;Kühn;Dr. Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;2;13:03:19.383;13:03:19.383;18:15.713;1095,713;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;7:56.903;N;165;;56.824;N;185;;1:26.048;N;152;;14.190;N;204;;2:26.622;N;152;;49.422;N;177;;3:21.535;N;174;;25.956;N;208;;38.213;N;;;;N;;N;;N;10:51.682;129;N;0;;            ;;2;0;0;0;0;1;2;10:51.682
88;Robe;3;Robertz;Tim;Füting;Lars;Winterwerber;Andreas;Kühn;Dr. Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;3;13:23:34.845;13:23:34.845;11:06.357;666,357;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;54.450;N;159;;54.718;J;188;;1:23.839;N;161;;13.701;N;211;;2:24.083;N;158;;48.033;N;180;;3:23.481;N;175;;26.408;N;208;;37.644;N;;;;N;;N;;N;10:51.682;129;N;0;;            ;;3;0;0;0;0;2;1;10:51.682
88;Robe;4;Robertz;Tim;Füting;Lars;Winterwerber;Andreas;Kühn;Dr. Volker;Deut;;PRO-AM                                                      ;Opel Astra OPC;4;13:44:29.498;13:44:29.498;11:35.492;695,492;N;VT2 Front                                                   ;0000VT2 Front                                                   ;;VT2 Fron;54.769;N;163;;1:17.740;N;145;;1:27.335;N;156;;14.885;N;202;;2:24.753;N;159;;48.312;N;171;;3:24.178;N;171;;25.780;N;208;;37.740;N;;;;N;;N;;N;10:51.682;129;N;0;;            ;;4;0;0;0;0;2;2;10:51.682
89;Impa;1;Imparato;Jean Philippe;Finot;Jean Marc;Antunes Tavares;Carlos;Wales;Francois;Fran;;PRO-AM                                                      ;Opel Astra CUP;1;12:44:37.373;12:44:37.373;10:25.654;625,654;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;53.280;N;175;;54.194;J;188;;1:19.753;J;166;;13.155;J;220;;2:13.924;J;164;;45.174;J;192;;3:06.188;J;179;;24.494;J;225;;35.492;J;;;;N;;N;;N;10:24.749;119;N;0;;            ;;1;0;0;0;0;1;1;10:24.749
89;Impa;2;Imparato;Jean Philippe;Finot;Jean Marc;Antunes Tavares;Carlos;Wales;Francois;Fran;;PRO-AM                                                      ;Opel Astra CUP;2;13:04:07.832;13:04:07.832;11:06.125;666,125;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;58.118;N;116;;58.051;N;182;;1:24.600;N;157;;13.671;N;218;;2:19.565;N;160;;45.880;N;194;;3:23.414;N;176;;24.738;N;222;;38.088;N;;;;N;;N;;N;10:24.749;119;N;0;;            ;;2;0;0;0;0;1;2;10:24.749
89;Impa;3;Imparato;Jean Philippe;Finot;Jean Marc;Antunes Tavares;Carlos;Wales;Francois;Fran;;PRO-AM                                                      ;Opel Astra CUP;3;13:23:07.060;13:23:07.060;10:57.624;657,624;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;52.400;N;175;;55.661;N;190;;1:24.765;N;155;;13.525;N;215;;2:21.003;N;162;;45.594;N;192;;3:21.719;N;179;;24.751;N;221;;38.206;N;;;;N;;N;;N;10:24.749;119;N;0;;            ;;3;0;0;0;0;1;3;10:24.749
89;Impa;4;Imparato;Jean Philippe;Finot;Jean Marc;Antunes Tavares;Carlos;Wales;Francois;Fran;;PRO-AM                                                      ;Opel Astra CUP;4;13:41:22.872;13:41:22.872;10:51.337;651,337;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;52.375;J;169;;55.266;N;193;;1:25.626;N;159;;13.556;N;217;;2:18.888;N;166;;47.279;N;158;;3:17.054;N;179;;24.673;N;226;;36.620;N;;;;N;;N;;N;10:24.749;119;N;0;;            ;;4;0;0;0;0;1;4;10:24.749
90;Sore;2;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;1;12:46:26.601;12:46:26.601;8:22.184;502,184;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.269;N;217;;43.331;N;235;;1:04.117;N;228;;10.300;N;268;;1:47.236;J;200;;35.841;J;244;;2:30.754;N;231;;20.230;J;263;;29.106;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;1;0;0;0;0;1;1;8:17.099
90;Sore;2;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;2;12:54:46.834;12:54:46.834;8:20.233;500,233;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.557;J;216;;42.873;J;234;;1:04.441;N;218;;10.582;N;263;;1:47.966;N;199;;36.322;N;238;;2:28.037;J;230;;20.429;N;258;;29.026;J;;;;N;;N;;N;8:17.099;9;N;0;;            ;;2;0;0;0;0;1;2;8:17.099
90;Sore;1;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;3;13:08:33.695;13:08:33.695;13:46.861;826,861;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;6:01.986;N;205;;44.006;N;233;;1:04.942;N;222;;10.658;N;252;;1:49.395;N;199;;36.539;N;242;;2:28.065;N;228;;20.612;N;258;;30.658;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;3;0;0;0;0;2;1;8:17.099
90;Sore;1;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;4;13:17:14.417;13:17:14.417;8:40.722;520,722;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.005;N;204;;43.289;N;233;;1:04.524;N;211;;17.128;N;121;;1:56.503;N;198;;36.629;N;240;;2:31.866;N;225;;20.689;N;258;;29.089;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;4;0;0;0;0;3;1;8:17.099
90;Sore;1;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;5;13:25:46.930;13:25:46.930;8:32.513;512,513;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.051;N;215;;45.323;N;233;;1:06.065;N;223;;10.871;N;248;;1:49.775;N;199;;36.186;N;248;;2:30.861;N;231;;20.438;N;260;;31.943;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;5;0;0;0;0;3;2;8:17.099
90;Sore;3;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;6;13:39:22.050;13:39:22.050;13:35.120;815,120;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;5:43.249;N;208;;49.661;N;232;;1:05.872;N;220;;10.501;N;263;;1:48.766;N;202;;35.907;N;244;;2:31.230;N;230;;20.570;N;256;;29.364;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;6;0;0;0;0;3;3;8:17.099
90;Sore;3;Sorensen;Marco;Thiim;Nicki;Pittard;David;Martin;Maxime;Mona;TF Sport;PRO                                                         ;Aston Martin Vantage AMR GT3;7;13:47:44.805;13:47:44.805;8:22.755;502,755;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.893;N;216;;42.971;N;235;;1:03.066;J;230;;10.233;J;266;;1:47.312;N;202;;37.179;N;247;;2:31.252;N;230;;20.554;N;257;;29.295;N;;;;N;;N;;N;8:17.099;9;N;0;;            ;;7;0;0;0;0;4;1;8:17.099
95;Dörr;1;Dörr;Phil;Hancke;Nick;Wiskirchen;Moritz;Dontje;Indy;Deut;Dörr Motorsport;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;1;13:09:36.207;13:09:36.207;9:00.952;540,952;J;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;N;;N;00.000;53;N;0;;            ;;1;0;0;0;0;1;1;
95;Dörr;1;Dörr;Phil;Hancke;Nick;Wiskirchen;Moritz;Dontje;Indy;Deut;Dörr Motorsport;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;2;13:25:14.161;13:25:14.161;9:09.495;549,495;N;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;;;N;;N;;N;00.000;53;N;0;;            ;;2;0;0;0;0;1;2;
98;Cats;2;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;1;12:40:29.822;12:40:29.822;8:17.540;497,540;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.320;N;212;;43.638;N;232;;1:03.921;N;230;;10.354;N;264;;1:46.024;N;202;;35.804;N;239;;2:25.770;J;233;;20.462;N;259;;29.247;N;;;;N;;N;;N;8:11.544;1;N;0;;            ;;1;0;0;0;0;1;1;8:11.544
98;Cats;2;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;12:48:47.401;12:48:47.401;8:17.579;497,579;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.037;N;213;;43.089;N;235;;1:03.650;N;233;;10.212;J;267;;1:45.352;J;203;;36.919;N;236;;2:27.563;N;232;;20.559;N;258;;29.198;N;;;;N;;N;;N;8:11.544;1;N;0;;            ;;2;0;0;0;0;1;2;8:11.544
98;Cats;5;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;3;13:04:41.415;13:04:41.415;8:33.088;513,088;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;43.186;N;122;;44.130;N;236;;1:07.181;N;222;;10.456;N;263;;1:48.705;N;199;;36.265;N;238;;2:33.247;N;229;;20.592;N;258;;29.326;N;;;;N;;N;;N;8:11.544;1;N;0;;            ;;3;0;0;0;0;1;3;8:11.544
98;Cats;5;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;4;13:13:14.644;13:13:14.644;8:33.229;513,229;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.813;N;215;;43.084;N;234;;1:03.947;N;214;;16.502;N;120;;1:52.343;N;203;;35.629;N;244;;2:30.878;N;217;;20.719;N;261;;29.314;N;;;;N;;N;;N;8:11.544;1;N;0;;            ;;4;0;0;0;0;1;4;8:11.544
98;Cats;1;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;5;13:29:10.814;13:29:10.814;8:20.635;500,635;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;43.602;N;214;;42.569;J;235;;1:03.277;N;227;;10.287;N;266;;1:47.202;N;202;;35.499;N;245;;2:29.350;N;232;;20.233;J;266;;28.616;J;;;;N;;N;;N;8:11.544;1;N;0;;            ;;5;0;0;0;0;1;5;8:11.544
98;Cats;1;Catsburg;Nicky;Edwards;John;van der Linde;Sheldon;Wittmann;Marco;Nied;ROWE RACING;PRO                                                         ;BMW M4 GT3;6;13:37:25.585;13:37:25.585;8:14.771;494,771;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.560;J;216;;44.075;N;233;;1:02.814;J;233;;10.250;N;265;;1:46.507;N;203;;35.418;J;244;;2:25.812;N;232;;20.455;N;259;;28.880;N;;;;N;;N;;N;8:11.544;1;N;0;;            ;;6;0;0;0;0;1;6;8:11.544
99;De P;4;De Phillippi;Connor;Eng;Philipp;Farfus;Augusto;Yelloly;Nick;USA ;ROWE RACING;PRO                                                         ;BMW M4 GT3;1;13:00:23.730;13:00:23.730;8:22.282;502,282;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.869;N;213;;43.076;N;233;;1:04.751;N;227;;10.307;J;266;;1:48.124;N;203;;35.603;N;244;;2:29.466;N;227;;20.224;N;267;;28.862;J;;;;N;;N;;N;8:17.416;8;N;0;;            ;;1;0;0;0;0;1;1;8:17.416
99;De P;4;De Phillippi;Connor;Eng;Philipp;Farfus;Augusto;Yelloly;Nick;USA ;ROWE RACING;PRO                                                         ;BMW M4 GT3;2;13:08:46.582;13:08:46.582;8:22.852;502,852;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.291;J;213;;42.688;J;236;;1:04.328;N;180;;11.679;N;234;;1:48.937;N;205;;35.910;N;244;;2:28.608;J;233;;20.409;N;260;;29.002;N;;;;N;;N;;N;8:17.416;8;N;0;;            ;;2;0;0;0;0;1;2;8:17.416
99;De P;4;De Phillippi;Connor;Eng;Philipp;Farfus;Augusto;Yelloly;Nick;USA ;ROWE RACING;PRO                                                         ;BMW M4 GT3;3;13:24:55.929;13:24:55.929;8:19.921;499,921;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.865;N;213;;43.063;N;235;;1:03.613;J;204;;10.886;N;261;;1:46.548;J;203;;35.325;J;251;;2:28.777;N;232;;20.538;N;258;;29.306;N;;;;N;;N;;N;8:17.416;8;N;0;;            ;;3;0;0;0;0;1;3;8:17.416
