STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
28;Enge;4;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);1;14:40:05.742;14:40:05.742;8:23.569;503,569;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.064;N;218;;43.380;N;235;;1:05.329;N;223;;10.454;J;265;;1:47.066;N;203;;35.501;N;248;;2:29.962;N;219;;20.781;N;258;;29.032;N;;;;N;;N;;N;8:18.074;15;N;0;;            ;;1;0;0;0;0;1;1;8:18.074
28;Enge;4;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);2;14:48:25.324;14:48:25.324;8:19.582;499,582;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.796;J;213;;43.989;N;231;;1:04.097;J;211;;10.749;N;263;;1:46.785;J;205;;35.309;N;244;;2:28.421;J;229;;20.525;N;258;;28.911;J;;;;N;;N;;N;8:18.074;15;N;0;;            ;;2;0;0;0;0;1;2;8:18.074
28;Enge;4;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);3;14:57:11.750;14:57:11.750;8:46.426;526,426;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.918;N;214;;43.144;J;234;;1:04.098;N;219;;10.575;N;224;;2:09.978;N;207;;35.310;N;245;;2:30.931;N;229;;20.329;N;267;;31.143;N;;;;N;;N;;N;8:18.074;15;N;0;;            ;;3;0;0;0;0;2;1;8:18.074
28;Enge;2;Engelhart;Christian;Cairoli;Matteo;Ledogar;Come;Preining;Thomas;DEU ;DINAMIC MOTORSPORT SRL;PRO                                                         ;Porsche 911 GT3R (991 II);4;15:12:29.738;15:12:29.738;8:49.464;529,464;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.450;N;217;;43.491;N;234;;1:04.692;N;189;;11.295;N;257;;2:10.312;N;206;;35.217;J;250;;2:33.334;N;227;;20.249;J;267;;29.424;N;;;;N;;N;;N;8:18.074;15;N;0;;            ;;4;0;0;0;0;2;2;8:18.074
29;Enge;4;Engelhart;Christian;Cairoli;Matteo;De Leener;Adrien;Schandorff;Frederik;DEU ;DINAMIC MOTORSPORT;PRO                                                         ;Porsche 911 GT3R (991 II);1;14:39:33.645;14:39:33.645;8:26.092;506,092;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.872;N;216;;43.176;J;238;;1:05.072;N;218;;10.500;J;266;;1:49.182;N;202;;35.787;N;244;;2:30.688;N;220;;20.740;N;259;;29.075;J;;;;N;;N;;N;8:23.689;28;N;0;;            ;;1;0;0;0;0;1;1;8:23.689
29;Enge;4;Engelhart;Christian;Cairoli;Matteo;De Leener;Adrien;Schandorff;Frederik;DEU ;DINAMIC MOTORSPORT;PRO                                                         ;Porsche 911 GT3R (991 II);2;14:47:58.519;14:47:58.519;8:24.874;504,874;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.625;J;213;;43.488;N;234;;1:04.546;J;217;;10.555;N;265;;1:49.070;J;204;;35.752;J;244;;2:30.584;J;228;;20.361;J;265;;29.893;N;;;;N;;N;;N;8:23.689;28;N;0;;            ;;2;0;0;0;0;1;2;8:23.689
29;Enge;3;Engelhart;Christian;Cairoli;Matteo;De Leener;Adrien;Schandorff;Frederik;DEU ;DINAMIC MOTORSPORT;PRO                                                         ;Porsche 911 GT3R (991 II);3;15:01:49.935;15:01:49.935;8:37.005;517,005;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.147;N;216;;45.146;N;234;;1:06.767;N;207;;10.788;N;262;;1:50.231;N;205;;35.849;N;246;;2:34.921;N;225;;20.385;N;263;;30.771;N;;;;N;;N;;N;8:23.689;28;N;0;;            ;;3;0;0;0;0;2;1;8:23.689
29;Enge;3;Engelhart;Christian;Cairoli;Matteo;De Leener;Adrien;Schandorff;Frederik;DEU ;DINAMIC MOTORSPORT;PRO                                                         ;Porsche 911 GT3R (991 II);4;15:10:40.106;15:10:40.106;8:50.171;530,171;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.133;N;215;;44.102;N;237;;1:05.726;N;213;;10.631;N;264;;2:06.233;N;205;;35.895;N;245;;2:34.439;N;225;;20.412;N;265;;30.600;N;;;;N;;N;;N;8:23.689;28;N;0;;            ;;4;0;0;0;0;2;2;8:23.689
33;Evan;1;Evans;Jaxon;Müller;Sven;Pilet;Patrick;Seefried;Marco;DEU ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);1;14:31:11.175;14:31:11.175;8:26.741;506,741;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.833;N;215;;44.597;N;231;;1:05.402;N;201;;10.948;N;263;;1:49.957;N;204;;35.576;N;246;;2:29.710;N;225;;20.669;N;260;;29.049;N;;;;N;;N;;N;8:17.371;26;N;0;;            ;;1;0;0;0;0;1;1;8:17.371
33;Evan;1;Evans;Jaxon;Müller;Sven;Pilet;Patrick;Seefried;Marco;DEU ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);2;14:39:35.632;14:39:35.632;8:24.457;504,457;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.551;N;217;;44.505;N;235;;1:06.411;N;200;;10.974;N;260;;1:48.166;N;203;;35.445;J;248;;2:28.880;N;227;;20.499;N;260;;29.026;J;;;;N;;N;;N;8:17.371;26;N;0;;            ;;2;0;0;0;0;1;2;8:17.371
33;Evan;3;Evans;Jaxon;Müller;Sven;Pilet;Patrick;Seefried;Marco;DEU ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);3;14:54:14.541;14:54:14.541;8:24.342;504,342;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.240;N;215;;42.845;J;233;;1:03.344;J;225;;10.422;N;265;;1:53.148;N;203;;35.714;N;242;;2:27.915;J;226;;20.573;N;259;;29.141;N;;;;N;;N;;N;8:17.371;26;N;0;;            ;;3;0;0;0;0;1;3;8:17.371
33;Evan;3;Evans;Jaxon;Müller;Sven;Pilet;Patrick;Seefried;Marco;DEU ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);4;15:02:36.208;15:02:36.208;8:21.667;501,667;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.340;J;217;;43.191;N;235;;1:04.938;N;224;;10.365;J;271;;1:47.751;J;204;;36.350;N;247;;2:28.764;N;227;;20.340;J;262;;29.628;N;;;;N;;N;;N;8:17.371;26;N;0;;            ;;4;0;0;0;0;1;4;8:17.371
34;Heye;4;Heyer;Kenneth;Stengel;Johannes;Mettler;Yannick;Böckmann;Marek;DEU ;Schnitzelalm Racing GmbH;PRO-AM                                                      ;Mercedes-AMG GT3;1;14:43:57.204;14:43:57.204;8:23.369;503,369;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.889;N;216;;44.053;N;233;;1:05.491;J;226;;10.401;J;262;;1:47.624;N;205;;35.662;N;245;;2:28.566;N;230;;20.516;N;258;;29.167;N;;;;N;;N;;N;8:20.126;27;N;0;;            ;;1;0;0;0;0;1;1;8:20.126
34;Heye;4;Heyer;Kenneth;Stengel;Johannes;Mettler;Yannick;Böckmann;Marek;DEU ;Schnitzelalm Racing GmbH;PRO-AM                                                      ;Mercedes-AMG GT3;2;14:52:18.430;14:52:18.430;8:21.226;501,226;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.437;J;215;;43.978;J;236;;1:05.592;N;185;;11.400;N;254;;1:47.134;J;206;;35.412;J;247;;2:26.845;J;230;;20.452;J;259;;28.976;J;;;;N;;N;;N;8:20.126;27;N;0;;            ;;2;0;0;0;0;1;2;8:20.126
44;Bach;2;Bachler;Klaus;Picariello;Alessio;Pilet;Patrick;Ragginger;Martin;AUT ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);1;14:32:14.201;14:32:14.201;8:26.490;506,490;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.947;N;216;;42.491;J;235;;1:07.046;N;104;;14.365;N;244;;1:47.806;N;204;;35.475;N;244;;2:28.758;N;227;;20.562;N;258;;29.040;N;;;;N;;N;;N;8:15.461;6;N;0;;            ;;1;0;0;0;0;1;1;8:15.461
44;Bach;2;Bachler;Klaus;Picariello;Alessio;Pilet;Patrick;Ragginger;Martin;AUT ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);2;14:40:30.461;14:40:30.461;8:16.260;496,260;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.312;J;218;;43.245;N;235;;1:03.925;J;222;;10.396;J;271;;1:46.595;J;205;;35.307;J;244;;2:27.180;J;225;;20.480;N;261;;28.820;J;;;;N;;N;;N;8:15.461;6;N;0;;            ;;2;0;0;0;0;1;2;8:15.461
44;Bach;1;Bachler;Klaus;Picariello;Alessio;Pilet;Patrick;Ragginger;Martin;AUT ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);3;14:59:20.391;14:59:20.391;8:26.913;506,913;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.285;N;214;;43.477;N;234;;1:04.859;N;196;;11.087;N;262;;1:48.233;N;203;;36.606;N;236;;2:30.590;N;226;;20.448;N;263;;29.328;N;;;;N;;N;;N;8:15.461;6;N;0;;            ;;3;0;0;0;0;1;3;8:15.461
44;Bach;1;Bachler;Klaus;Picariello;Alessio;Pilet;Patrick;Ragginger;Martin;AUT ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);4;15:07:44.140;15:07:44.140;8:23.749;503,749;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.961;N;216;;43.267;N;233;;1:04.634;N;220;;10.461;N;270;;1:48.368;N;205;;35.551;N;244;;2:31.057;N;229;;20.435;J;262;;29.015;N;;;;N;;N;;N;8:15.461;6;N;0;;            ;;4;0;0;0;0;1;4;8:15.461
44;Bach;1;Bachler;Klaus;Picariello;Alessio;Pilet;Patrick;Ragginger;Martin;AUT ;Falken Motorsports;PRO                                                         ;Porsche 911 GT3R (991 II);5;15:16:30.022;15:16:30.022;8:45.882;525,882;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.549;N;215;;42.885;N;235;;1:05.550;N;219;;10.550;N;267;;2:12.060;N;206;;35.596;N;242;;2:29.118;N;227;;20.469;N;259;;29.105;N;;;;N;;N;;N;8:15.461;6;N;0;;            ;;5;0;0;0;0;1;5;8:15.461
55;Asse;1;Assenheimer;Patrick;Trefz;Luca-Sandro;Baumann;Dominik;Apothéloz;Julien;DEU ;Mercedes-AMG Team Landgraf;PRO-AM                                                      ;Mercedes-AMG GT3;1;14:23:14.326;14:23:14.326;8:48.111;528,111;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.614;N;216;;43.536;N;234;;1:20.475;N;126;;12.968;N;245;;1:48.497;N;208;;35.580;N;248;;2:30.917;N;233;;20.015;J;266;;33.509;N;;;;N;;N;;N;8:15.671;4;N;0;;            ;;1;0;0;0;0;1;1;8:15.671
55;Asse;1;Assenheimer;Patrick;Trefz;Luca-Sandro;Baumann;Dominik;Apothéloz;Julien;DEU ;Mercedes-AMG Team Landgraf;PRO-AM                                                      ;Mercedes-AMG GT3;2;14:56:53.644;14:56:53.644;8:49.065;529,065;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.669;N;215;;43.133;N;235;;1:04.246;N;223;;10.633;N;196;;2:11.938;N;205;;35.589;N;248;;2:31.563;N;227;;20.514;N;259;;29.780;N;;;;N;;N;;N;8:15.671;4;N;0;;            ;;2;0;0;0;0;1;2;8:15.671
55;Asse;1;Assenheimer;Patrick;Trefz;Luca-Sandro;Baumann;Dominik;Apothéloz;Julien;DEU ;Mercedes-AMG Team Landgraf;PRO-AM                                                      ;Mercedes-AMG GT3;3;15:05:09.704;15:05:09.704;8:16.060;496,060;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.510;J;216;;42.703;J;235;;1:03.824;J;225;;10.367;J;266;;1:46.560;J;208;;35.273;J;251;;2:27.277;J;232;;20.404;N;260;;29.142;J;;;;N;;N;;N;8:15.671;4;N;0;;            ;;3;0;0;0;0;1;3;8:15.671
69;Möll;2;Möller;Dierk;Weishar;Frank;Kenntemich;Stefan;Albig;Finn;DEU ;Dörr Motorsport;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;1;14:43:36.218;14:43:36.218;9:22.705;562,705;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.607;J;197;;48.015;J;220;;1:15.456;J;194;;11.392;J;249;;2:01.874;J;191;;38.694;J;233;;2:47.814;J;209;;21.635;J;250;;32.218;J;;;;N;;N;;N;9:22.705;79;N;0;;            ;;1;0;0;0;0;1;1;9:22.705
69;Möll;3;Möller;Dierk;Weishar;Frank;Kenntemich;Stefan;Albig;Finn;DEU ;Dörr Motorsport;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;2;15:00:19.272;15:00:19.272;9:48.606;588,606;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.713;N;197;;50.366;N;217;;1:16.332;N;171;;12.129;N;244;;2:08.134;N;187;;39.986;N;226;;3:00.111;N;202;;21.993;N;249;;32.842;N;;;;N;;N;;N;9:22.705;79;N;0;;            ;;2;0;0;0;0;1;2;9:22.705
69;Möll;1;Möller;Dierk;Weishar;Frank;Kenntemich;Stefan;Albig;Finn;DEU ;Dörr Motorsport;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;3;15:17:48.368;15:17:48.368;10:20.063;620,063;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;47.896;N;197;;50.369;N;216;;1:17.107;N;169;;12.605;N;230;;2:36.023;N;188;;41.213;N;199;;2:57.710;N;200;;22.168;N;246;;34.972;N;;;;N;;N;;N;9:22.705;79;N;0;;            ;;3;0;0;0;0;1;3;9:22.705
72;Harp;1;Harper;Daniel;Hesse;Max;Verhagen;Neil;;;GBR ;BMW Junior Team;PRO                                                         ;BMW M4 GT3;1;14:59:36.057;14:59:36.057;8:26.679;506,679;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.128;N;213;;43.222;N;235;;1:03.520;J;219;;10.499;N;263;;1:50.623;N;204;;35.706;J;243;;2:31.530;N;230;;20.511;N;260;;28.940;N;;;;N;;N;;N;8:17.730;21;N;0;;            ;;1;0;0;0;0;1;1;8:17.730
72;Harp;1;Harper;Daniel;Hesse;Max;Verhagen;Neil;;;GBR ;BMW Junior Team;PRO                                                         ;BMW M4 GT3;2;15:07:55.224;15:07:55.224;8:19.167;499,167;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.892;J;212;;42.893;J;232;;1:04.516;N;228;;10.276;J;266;;1:48.075;J;205;;36.147;N;243;;2:27.130;J;230;;20.473;J;260;;28.765;J;;;;N;;N;;N;8:17.730;21;N;0;;            ;;2;0;0;0;0;1;2;8:17.730
79;Sari;1;Sari;Hakan;Sari;Recep;Yücesan;Ersin;;;BEL ;;PRO-AM                                                      ;BMW M4 GT4 (Evo2021);1;14:29:19.204;14:29:19.204;10:07.794;607,794;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;47.157;N;197;;49.806;N;218;;1:20.668;N;84;;16.309;N;229;;2:07.520;N;186;;42.119;J;204;;3:06.787;N;193;;22.107;N;250;;35.321;N;;;;N;;N;;N;9:52.143;65;N;0;;            ;;1;0;0;0;0;1;1;9:52.143
79;Sari;1;Sari;Hakan;Sari;Recep;Yücesan;Ersin;;;BEL ;;PRO-AM                                                      ;BMW M4 GT4 (Evo2021);2;14:41:19.663;14:41:19.663;9:59.845;599,845;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.912;N;201;;50.292;N;219;;1:18.060;N;171;;12.129;N;246;;2:07.480;N;187;;43.660;N;181;;3:05.500;N;196;;21.897;N;251;;33.915;J;;;;N;;N;;N;9:52.143;65;N;0;;            ;;2;0;0;0;0;1;2;9:52.143
79;Sari;1;Sari;Hakan;Sari;Recep;Yücesan;Ersin;;;BEL ;;PRO-AM                                                      ;BMW M4 GT4 (Evo2021);3;14:57:14.482;14:57:14.482;10:18.995;618,995;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.693;J;199;;49.246;J;219;;1:15.952;J;180;;12.509;N;175;;2:28.574;N;184;;42.529;N;195;;3:05.512;N;202;;21.702;J;253;;36.278;N;;;;N;;N;;N;9:52.143;65;N;0;;            ;;3;0;0;0;0;1;3;9:52.143
79;Sari;1;Sari;Hakan;Sari;Recep;Yücesan;Ersin;;;BEL ;;PRO-AM                                                      ;BMW M4 GT4 (Evo2021);4;15:09:09.703;15:09:09.703;9:53.993;593,993;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.745;N;197;;49.381;N;219;;1:16.715;N;181;;11.740;J;250;;2:06.528;J;187;;42.678;N;199;;3:04.248;J;199;;21.774;N;252;;34.184;N;;;;N;;N;;N;9:52.143;65;N;0;;            ;;4;0;0;0;0;1;4;9:52.143
80;Duma;2;Dumarey;Maxime;Dumarey;Guillaume;Glorieux;Jean;Balcaen;Simon;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin  Vantage AMR GT4;1;14:56:06.477;14:56:06.477;9:31.682;571,682;J;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;45.485;N;207;;47.346;N;226;;1:11.100;N;199;;11.448;N;188;;2:20.296;J;194;;37.923;J;244;;2:46.297;J;215;;20.865;N;263;;30.922;J;;;;N;;N;;N;9:29.184;69;N;0;;Christoph Br;;1;0;0;0;0;1;1;9:29.184
80;Duma;2;Dumarey;Maxime;Dumarey;Guillaume;Glorieux;Jean;Balcaen;Simon;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin  Vantage AMR GT4;2;15:12:50.318;15:12:50.318;9:40.559;580,559;N;SP 8T                                                       ;0000SP 8T                                                       ;;SP 8T   ;44.577;J;207;;47.252;J;225;;1:09.787;J;193;;11.338;J;258;;2:28.283;N;176;;39.739;N;236;;2:47.771;N;216;;20.792;J;261;;31.020;N;;;;N;;N;;N;9:29.184;69;N;0;;Christoph Br;;2;0;0;0;0;1;2;9:29.184
81;Duma;1;Dumarey;Guido;Walker;Alexander;Sokolovskiy;Yevgen;Hess;Michael;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;1;14:22:35.580;14:22:35.580;9:50.068;590,068;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.917;N;202;;49.502;N;216;;1:26.516;N;145;;14.625;N;213;;2:06.265;N;188;;39.271;J;227;;2:53.317;N;208;;21.668;J;250;;32.987;N;;;;N;;N;;N;9:26.978;82;N;0;;Christoph Br;;1;0;0;0;0;1;1;9:26.978
81;Duma;1;Dumarey;Guido;Walker;Alexander;Sokolovskiy;Yevgen;Hess;Michael;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;2;14:32:06.387;14:32:06.387;9:30.807;570,807;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.116;J;192;;49.156;N;218;;1:14.551;J;155;;12.715;N;239;;2:02.887;J;188;;41.646;N;218;;2:50.763;J;208;;21.756;N;249;;32.217;J;;;;N;;N;;N;9:26.978;82;N;0;;Christoph Br;;2;0;0;0;0;1;2;9:26.978
81;Duma;1;Dumarey;Guido;Walker;Alexander;Sokolovskiy;Yevgen;Hess;Michael;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;3;14:48:00.062;14:48:00.062;9:44.213;584,213;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.387;N;198;;49.428;N;214;;1:17.593;N;188;;11.596;J;247;;2:07.852;N;186;;39.828;N;225;;2:56.957;N;205;;21.815;N;250;;32.757;N;;;;N;;N;;N;9:26.978;82;N;0;;Christoph Br;;3;0;0;0;0;1;3;9:26.978
81;Duma;1;Dumarey;Guido;Walker;Alexander;Sokolovskiy;Yevgen;Hess;Michael;BEL ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;4;15:10:37.086;15:10:37.086;10:05.053;605,053;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;49.943;N;190;;48.909;J;221;;1:16.442;N;183;;11.717;N;244;;2:23.062;N;186;;41.846;N;218;;2:58.692;N;206;;21.868;N;249;;32.574;N;;;;N;;N;;N;9:26.978;82;N;0;;Christoph Br;;4;0;0;0;0;1;4;9:26.978
82;Breu;2;Breuer;Christoph;Mies;Alexander;Ortmann;Mike David;Born;Miklas;DEU ;PROsport Racing GmbH;PRO-AM                                                      ;Aston Martin Vantage AMR GT4;1;14:24:02.133;14:24:02.133;9:26.499;566,499;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;46.049;J;204;;48.140;J;225;;1:20.583;J;131;;13.073;J;242;;2:01.638;J;191;;38.353;J;235;;2:46.083;J;213;;21.254;J;255;;31.326;J;;;;N;;N;;N;9:26.499;51;N;0;;Christoph Br;;1;0;0;0;0;1;1;9:26.499
84;Arno;1;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;DEU ;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;1;14:21:37.297;14:21:37.297;9:11.546;551,546;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;44.772;N;204;;47.741;N;227;;1:15.911;N;195;;11.256;J;255;;1:57.964;N;191;;38.276;N;224;;2:43.197;J;212;;20.977;J;261;;31.452;N;;;;N;;N;;N;9:03.864;62;N;0;;            ;;1;0;0;0;0;1;1;9:03.864
84;Arno;1;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;DEU ;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;2;14:30:41.819;14:30:41.819;9:04.522;544,522;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;44.185;J;203;;46.872;J;225;;1:11.039;J;187;;11.495;N;252;;1:57.840;J;192;;37.957;J;239;;2:43.424;N;211;;21.169;N;258;;30.541;J;;;;N;;N;;N;9:03.864;62;N;0;;            ;;2;0;0;0;0;1;2;9:03.864
84;Arno;2;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;DEU ;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;3;14:47:15.858;14:47:15.858;9:27.116;567,116;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;47.035;N;196;;50.160;N;180;;1:14.316;N;195;;11.323;N;250;;2:01.134;N;190;;38.832;N;238;;2:50.430;N;205;;21.428;N;254;;32.458;N;;;;N;;N;;N;9:03.864;62;N;0;;            ;;3;0;0;0;0;1;3;9:03.864
84;Arno;2;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;DEU ;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;4;14:57:10.398;14:57:10.398;9:54.540;594,540;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;45.037;N;185;;48.912;N;213;;1:12.553;N;196;;11.856;N;173;;2:26.960;N;190;;38.728;N;238;;2:56.751;N;203;;21.527;N;252;;32.216;N;;;;N;;N;;N;9:03.864;62;N;0;;            ;;4;0;0;0;0;1;4;9:03.864
84;Arno;3;Arnold;Lance David;Waldow;Janis;Vazquez-Garcia;Tobias;;;DEU ;TOYO TIRES with Ring Racing;PRO-AM                                                      ;Toyota GR Supra GT4;5;15:12:31.148;15:12:31.148;9:57.776;597,776;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;48.460;N;188;;48.851;N;223;;1:16.356;N;194;;11.316;N;252;;2:28.182;N;187;;39.303;N;233;;2:52.122;N;208;;21.257;N;258;;31.929;N;;;;N;;N;;N;9:03.864;62;N;0;;            ;;5;0;0;0;0;1;5;9:03.864
85;Meen;1;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;DEU ;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;1;14:22:24.612;14:22:24.612;9:49.500;589,500;J;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;48.104;N;197;;50.840;N;206;;1:22.808;N;162;;12.244;N;235;;2:05.131;J;192;;39.599;J;225;;2:56.916;J;207;;21.135;N;259;;32.723;J;;;;N;;N;;N;9:36.610;90;N;0;;            ;;1;0;0;0;0;1;1;9:36.610
85;Meen;3;Meenen;Martin;Müller;Marco;Palluth;Carsten;Wahl;Tobias;DEU ;BLACK FALCON Team TEXTAR;PRO-AM                                                      ;Porsche 718 Cayman GT4 RS CS;2;14:37:01.704;14:37:01.704;14:37.092;877,092;N;SP 10                                                       ;0000SP 10                                                       ;;SP 10   ;5:27.454;N;180;;49.444;N;224;;1:18.610;N;175;;12.513;N;243;;2:08.917;N;189;;41.304;N;217;;3:03.739;N;208;;21.131;J;260;;33.980;N;;;;N;;N;;N;9:36.610;90;N;0;;            ;;2;0;0;0;0;1;2;9:36.610
