STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSESORT;UNTERKLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;SEKTOR6_ZEIT;SEKTOR6_BESTE_ZEIT;SEKTOR6_KMH;SEKTOR6_BESTE_SPEED;SEKTOR7_ZEIT;SEKTOR7_BESTE_ZEIT;SEKTOR7_KMH;SEKTOR7_BESTE_SPEED;SEKTOR8_ZEIT;SEKTOR8_BESTE_ZEIT;SEKTOR8_KMH;SEKTOR8_BESTE_SPEED;SEKTOR9_ZEIT;SEKTOR9_BESTE_ZEIT;SEKTOR9_KMH;SEKTOR9_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;TOPSPEED_KMH2;TOPSPEED_BESTE_SPEED2;TOPSPEED_KMH3;TOPSPEED_BESTE_SPEED3;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT;WET;PRO;PROAM;PRIO;STINT;LAPINSTINT;THEORETISCHE_BESTZEIT
4;Enge;2;Engel;Maro;Gounon;Jules;Juncadella;Daniel;;;DEU ;Mercedes-AMG Team GetSpeed;PRO                                                         ;Mercedes-AMG GT3;4;15:09:18.589;15:09:18.589;8:38.232;518,232;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.951;J;213;;43.630;N;232;;1:05.548;N;227;;10.314;J;265;;2:03.186;N;206;;35.755;N;247;;2:29.175;N;227;;20.549;N;258;;29.124;J;;;;N;;N;;N;8:14.662;22;N;0;;            ;;4;0;0;0;0;1;4;8:14.662
5;Kolb;3;Kolb;Vincent;Stippler;Frank;Feller;Ricardo;Van der Linde;Kelvin;DEU ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;14:20:34.049;14:20:34.049;8:27.649;507,649;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.105;N;213;;43.157;N;232;;1:09.497;N;118;;14.393;N;240;;1:46.600;N;203;;35.633;N;244;;2:27.005;N;230;;20.282;J;264;;28.977;N;;;;N;;N;;N;8:16.084;7;N;0;;            ;;1;0;0;0;0;1;1;8:16.084
5;Kolb;3;Kolb;Vincent;Stippler;Frank;Feller;Ricardo;Van der Linde;Kelvin;DEU ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;2;14:28:59.674;14:28:59.674;8:25.625;505,625;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.698;J;214;;43.136;N;233;;1:06.053;N;130;;14.117;N;243;;1:46.717;N;205;;36.020;N;246;;2:28.973;N;231;;20.582;N;257;;29.329;N;;;;N;;N;;N;8:16.084;7;N;0;;            ;;2;0;0;0;0;1;2;8:16.084
5;Kolb;3;Kolb;Vincent;Stippler;Frank;Feller;Ricardo;Van der Linde;Kelvin;DEU ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;3;14:37:16.092;14:37:16.092;8:16.418;496,418;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.800;N;214;;43.091;J;234;;1:04.174;J;223;;10.378;N;269;;1:46.592;J;205;;35.446;J;245;;2:26.515;J;229;;20.421;N;260;;29.001;N;;;;N;;N;;N;8:16.084;7;N;0;;            ;;3;0;0;0;0;1;3;8:16.084
5;Kolb;2;Kolb;Vincent;Stippler;Frank;Feller;Ricardo;Van der Linde;Kelvin;DEU ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;4;14:51:41.104;14:51:41.104;8:20.694;500,694;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.248;N;211;;43.493;N;232;;1:04.456;N;229;;10.339;J;268;;1:47.335;N;203;;35.683;N;244;;2:27.370;N;231;;20.454;N;260;;29.316;N;;;;N;;N;;N;8:16.084;7;N;0;;            ;;4;0;0;0;0;1;4;8:16.084
5;Kolb;2;Kolb;Vincent;Stippler;Frank;Feller;Ricardo;Van der Linde;Kelvin;DEU ;Scherer Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;5;15:00:09.323;15:00:09.323;8:28.219;508,219;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.443;N;211;;43.616;N;232;;1:07.028;N;226;;10.437;N;265;;1:49.061;N;204;;35.706;N;247;;2:31.596;N;231;;20.385;N;262;;28.947;J;;;;N;;N;;N;8:16.084;7;N;0;;            ;;5;0;0;0;0;1;5;8:16.084
6;Haup;3;Haupt;Hubert;Dienst;Marvin;Bastian;Nico;Piana;Gabriele;DEU ;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;1;14:40:16.051;14:40:16.051;8:18.387;498,387;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.458;N;216;;42.703;J;234;;1:03.967;J;230;;10.230;J;268;;1:47.352;J;206;;35.358;J;249;;2:27.857;N;231;;20.447;N;258;;29.015;N;;;;N;;N;;N;8:16.713;16;N;0;;by HRT      ;;1;0;0;0;0;1;1;8:16.713
6;Haup;3;Haupt;Hubert;Dienst;Marvin;Bastian;Nico;Piana;Gabriele;DEU ;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;2;14:48:34.330;14:48:34.330;8:18.279;498,279;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.511;J;214;;42.933;N;234;;1:05.011;N;229;;10.289;N;265;;1:47.492;N;205;;35.451;N;248;;2:27.288;J;230;;20.365;J;260;;28.939;J;;;;N;;N;;N;8:16.713;16;N;0;;by HRT      ;;2;0;0;0;0;1;2;8:16.713
6;Haup;2;Haupt;Hubert;Dienst;Marvin;Bastian;Nico;Piana;Gabriele;DEU ;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;3;15:02:31.729;15:02:31.729;8:25.976;505,976;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.211;N;216;;44.005;N;234;;1:07.649;N;220;;10.499;N;262;;1:47.483;N;206;;35.458;N;248;;2:28.671;N;230;;20.430;N;258;;29.570;N;;;;N;;N;;N;8:16.713;16;N;0;;by HRT      ;;3;0;0;0;0;1;3;8:16.713
6;Haup;4;Haupt;Hubert;Dienst;Marvin;Bastian;Nico;Piana;Gabriele;DEU ;Mercedes-AMG Team Bilstein;PRO-AM                                                      ;Mercedes-AMG GT3;4;15:17:00.858;15:17:00.858;8:52.571;532,571;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.809;N;215;;43.427;N;235;;1:05.646;N;218;;10.537;N;263;;2:16.089;N;205;;35.473;N;245;;2:29.554;N;227;;20.564;N;258;;29.472;N;;;;N;;N;;N;8:16.713;16;N;0;;by HRT      ;;4;0;0;0;0;1;4;8:16.713
7;Jeff;2;Jefferies;Axcil;Pepper;Jordan;Di Martino;Michele;Hackländer;Maximilian;DEU ;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;1;14:42:20.146;14:42:20.146;8:25.469;505,469;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.028;N;215;;42.978;N;234;;1:08.242;N;230;;10.282;J;269;;1:50.375;N;204;;35.619;J;247;;2:27.215;J;229;;20.374;N;260;;29.356;N;;;;N;;N;;N;8:15.066;8;N;0;;            ;;1;0;0;0;0;1;1;8:15.066
7;Jeff;2;Jefferies;Axcil;Pepper;Jordan;Di Martino;Michele;Hackländer;Maximilian;DEU ;Konrad Motorsport GmbH;PRO-AM                                                      ;Lamborghini Huracan GT3;2;14:50:36.595;14:50:36.595;8:16.449;496,449;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.447;J;215;;42.627;J;234;;1:03.485;J;230;;10.294;N;269;;1:46.284;J;206;;35.929;N;248;;2:28.276;N;228;;20.257;J;262;;28.850;J;;;;N;;N;;N;8:15.066;8;N;0;;            ;;2;0;0;0;0;1;2;8:15.066
10;Yerl;1;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;CHE ;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;1;14:21:45.792;14:21:45.792;9:19.075;559,075;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;46.685;N;192;;48.147;N;214;;1:15.426;N;195;;11.583;J;243;;1:59.091;N;184;;39.529;N;223;;2:44.420;N;206;;22.246;N;241;;31.948;N;;;;N;;N;;N;9:09.287;70;N;0;;            ;;1;0;0;0;0;1;1;9:09.287
10;Yerl;1;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;CHE ;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;2;14:31:00.027;14:31:00.027;9:14.235;554,235;N;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;44.842;N;197;;48.544;N;213;;1:10.833;J;196;;12.118;N;237;;1:58.013;J;184;;39.570;N;224;;2:46.364;N;210;;22.096;J;241;;31.855;J;;;;N;;N;;N;9:09.287;70;N;0;;            ;;2;0;0;0;0;1;2;9:09.287
10;Yerl;1;Yerly;Frédéric;Schaller;Marek;Hammel;Heiko;Wasel;Matthias;CHE ;Max Kruse Racing;PRO-AM                                                      ;Volkswagen Golf GTI TCR;3;14:40:10.188;14:40:10.188;9:10.161;550,161;J;SP 3T                                                       ;0000SP 3T                                                       ;;SP 3T   ;44.488;J;197;;47.331;J;214;;1:11.098;N;188;;11.759;N;242;;1:58.165;N;184;;39.424;J;223;;2:43.664;J;206;;22.300;N;239;;31.932;N;;;;N;;N;;N;9:09.287;70;N;0;;            ;;3;0;0;0;0;1;3;9:09.287
11;Erha;4;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;DEU ;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;1;14:24:17.641;14:24:17.641;8:49.760;529,760;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;43.237;N;213;;44.513;N;233;;1:17.549;N;138;;12.660;N;245;;1:51.300;J;203;;36.460;N;241;;2:33.354;J;226;;20.554;N;259;;30.133;N;;;;N;;N;;N;8:32.992;39;N;0;;MH-Gewerbe-I;;1;0;0;0;0;1;1;8:32.992
11;Erha;4;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;DEU ;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;2;14:33:07.627;14:33:07.627;8:49.986;529,986;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.442;N;215;;44.788;N;233;;1:10.983;N;93;;18.423;N;213;;1:54.043;N;203;;36.113;N;245;;2:34.078;N;227;;20.550;J;260;;29.566;N;;;;N;;N;;N;8:32.992;39;N;0;;MH-Gewerbe-I;;2;0;0;0;0;1;2;8:32.992
11;Erha;1;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;DEU ;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;3;14:48:34.002;14:48:34.002;8:37.197;517,197;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.184;N;210;;45.308;N;233;;1:06.675;N;206;;10.848;N;258;;1:52.149;N;205;;35.899;J;247;;2:34.116;N;226;;20.602;N;259;;29.416;J;;;;N;;N;;N;8:32.992;39;N;0;;MH-Gewerbe-I;;3;0;0;0;0;1;3;8:32.992
11;Erha;1;Erhart;Elia;Heimrich;Michael;Kaffer;Pierre;Klasen;Arno;DEU ;Twin Busch by équipe vitesse;PRO-AM                                                      ;Audi R8 LMS GT3 Evo II;4;14:57:35.739;14:57:35.739;9:01.737;541,737;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.368;J;215;;44.499;J;232;;1:05.793;J;211;;10.813;J;213;;2:16.266;N;205;;36.280;N;244;;2:36.562;N;225;;20.584;N;259;;29.572;N;;;;N;;N;;N;8:32.992;39;N;0;;MH-Gewerbe-I;;4;0;0;0;0;1;4;8:32.992
12;Marc;2;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;CHE ;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;1;14:40:16.828;14:40:16.828;8:23.599;503,599;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.081;N;215;;42.951;N;235;;1:05.948;N;222;;10.465;N;264;;1:49.981;N;206;;35.251;N;251;;2:27.712;N;233;;20.253;N;263;;28.957;N;;;;N;;N;;N;8:14.714;5;N;0;;by HRT      ;;1;0;0;0;0;1;1;8:14.714
12;Marc;2;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;CHE ;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;2;14:48:34.897;14:48:34.897;8:18.069;498,069;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.653;J;216;;43.121;N;234;;1:05.225;N;227;;10.283;N;268;;1:46.667;N;206;;35.426;N;250;;2:27.547;N;233;;20.223;J;263;;28.924;J;;;;N;;N;;N;8:14.714;5;N;0;;by HRT      ;;2;0;0;0;0;1;2;8:14.714
12;Marc;3;Marciello;Raffaele;Ellis;Philip;Stolz;Luca;;;CHE ;Mercedes-AMG Team Bilstein;PRO                                                         ;Mercedes-AMG GT3;3;15:07:19.872;15:07:19.872;8:16.253;496,253;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.576;N;213;;42.450;J;234;;1:04.395;J;230;;10.268;J;266;;1:45.487;J;206;;35.235;J;246;;2:27.079;J;230;;20.432;N;259;;29.331;N;;;;N;;N;;N;8:14.714;5;N;0;;by HRT      ;;3;0;0;0;0;1;3;8:14.714
13;Albr;3;Albrecht;Bernd;Asch;Sebastian;Ecke;Kurt;Sczepansky;Andreas;DEU ;;PRO                                                         ;Dodge  Viper CC GT3;1;14:26:14.429;14:26:14.429;9:45.061;585,061;N;AT                                                          ;0000AT                                                          ;;AT      ;45.114;N;206;;47.716;N;232;;1:19.040;N;87;;15.457;N;242;;2:06.177;N;197;;39.588;N;220;;2:58.999;N;213;;20.300;N;271;;32.670;N;;;;N;;N;;N;8:42.239;46;N;0;;            ;;1;0;0;0;0;1;1;8:42.239
13;Albr;2;Albrecht;Bernd;Asch;Sebastian;Ecke;Kurt;Sczepansky;Andreas;DEU ;;PRO                                                         ;Dodge  Viper CC GT3;2;14:42:02.305;14:42:02.305;8:46.279;526,279;N;AT                                                          ;0000AT                                                          ;;AT      ;42.709;N;207;;45.559;N;240;;1:10.400;N;212;;10.514;J;273;;1:53.710;N;206;;35.842;J;257;;2:36.961;J;225;;19.966;J;272;;30.618;N;;;;N;;N;;N;8:42.239;46;N;0;;            ;;2;0;0;0;0;1;2;8:42.239
13;Albr;2;Albrecht;Bernd;Asch;Sebastian;Ecke;Kurt;Sczepansky;Andreas;DEU ;;PRO                                                         ;Dodge  Viper CC GT3;3;14:50:47.181;14:50:47.181;8:44.876;524,876;J;AT                                                          ;0000AT                                                          ;;AT      ;42.412;J;214;;45.076;J;238;;1:08.295;J;209;;10.586;N;272;;1:53.529;J;204;;36.167;N;255;;2:39.020;N;218;;20.147;N;273;;29.644;J;;;;N;;N;;N;8:42.239;46;N;0;;            ;;3;0;0;0;0;1;3;8:42.239
14;Kohl;4;Kohlhaas;Christian;Foster;Nicholas;Szymkowiak;Jules;Bleekemolen;Jeroen;DEU ;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;1;14:20:41.253;14:20:41.253;8:25.399;505,399;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.517;N;219;;44.272;N;237;;1:07.528;N;217;;10.543;N;266;;1:47.721;N;206;;35.438;N;245;;2:28.844;J;227;;20.500;J;259;;29.036;N;;;;N;;N;;N;8:19.673;30;N;0;;Hella Pagid ;;1;0;0;0;0;1;1;8:19.673
14;Kohl;4;Kohlhaas;Christian;Foster;Nicholas;Szymkowiak;Jules;Bleekemolen;Jeroen;DEU ;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;2;14:29:05.882;14:29:05.882;8:24.629;504,629;J;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;40.658;J;220;;43.402;N;235;;1:05.097;N;211;;11.901;N;250;;1:48.259;N;207;;35.553;N;246;;2:30.322;N;229;;20.504;N;259;;28.933;J;;;;N;;N;;N;8:19.673;30;N;0;;Hella Pagid ;;2;0;0;0;0;1;2;8:19.673
14;Kohl;2;Kohlhaas;Christian;Foster;Nicholas;Szymkowiak;Jules;Bleekemolen;Jeroen;DEU ;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;3;14:46:20.191;14:46:20.191;8:30.269;510,269;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;42.431;N;216;;43.648;N;232;;1:07.363;N;219;;10.502;N;265;;1:47.747;N;206;;35.580;N;246;;2:32.493;N;226;;20.702;N;252;;29.803;N;;;;N;;N;;N;8:19.673;30;N;0;;Hella Pagid ;;3;0;0;0;0;1;3;8:19.673
14;Kohl;2;Kohlhaas;Christian;Foster;Nicholas;Szymkowiak;Jules;Bleekemolen;Jeroen;DEU ;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;4;15:00:05.536;15:00:05.536;13:45.345;825,345;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;5:57.187;N;215;;43.419;N;235;;1:07.505;N;213;;10.667;N;265;;1:47.682;J;208;;35.830;N;233;;2:33.281;N;228;;20.564;N;259;;29.210;N;;;;N;;N;;N;8:19.673;30;N;0;;Hella Pagid ;;4;0;0;0;0;1;4;8:19.673
14;Kohl;2;Kohlhaas;Christian;Foster;Nicholas;Szymkowiak;Jules;Bleekemolen;Jeroen;DEU ;racing one GmbH;PRO-AM                                                      ;Ferrari 488 GT3 Evo18;5;15:13:45.993;15:13:45.993;13:40.457;820,457;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;5:33.271;N;216;;43.132;J;234;;1:04.172;J;225;;10.394;J;267;;2:12.634;N;206;;35.358;J;246;;2:31.999;N;228;;20.543;N;258;;28.954;N;;;;N;;N;;N;8:19.673;30;N;0;;Hella Pagid ;;5;0;0;0;0;2;1;8:19.673
15;van ;2;Van der Linde;Kelvin;Vanthoor;Dries;Vervisch;Frederic;Frijns;Robin;DEU ;Audi Sport Team Phoenix;PRO                                                         ;Audi R8 LMS GT3 Evo II;1;14:22:24.709;14:22:24.709;8:31.597;511,597;N;SP 9                                                        ;0000SP 9                                                        ;;SP 9    ;41.641;N;212;;43.095;J;230;;1:08.642;N;169;;12.097;N;248;;1:49.087;N;205;;36.066;N;244;;2:30.763;N;229;;20.384;N;261;;29.822;N;;;;N;;N;;N;8:16.409;18;N;0;;            ;;1;0;0;0;0;1;1;8:16.409
